n,gamma,gamma_dps,source
25,63.176992767339,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
26,65.294925544084,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
27,66.623134625533,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
28,69.513022985980,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
29,70.819798695547,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
30,72.656149070697,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
31,74.005428521004,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
32,75.622406964031,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
33,78.217481270927,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
34,79.637975751908,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
35,81.611987609471,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
36,82.470252512222,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
37,84.412286638293,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
38,86.327646283014,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
39,88.652617208539,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
40,89.646402756842,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
41,91.335610354433,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
42,92.753464387119,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
43,94.394358797163,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
44,96.874252089785,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
45,98.126454904242,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
46,99.533489264059,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
47,101.374963467900,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
48,102.116361845065,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
49,104.765375470165,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
50,106.246061848876,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
51,107.970316117138,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
52,109.137603914492,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
53,110.523351036813,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
54,112.154771842200,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
55,114.217148271564,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
56,115.898142441843,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
57,117.369750996605,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
58,118.299418307898,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
59,120.255182238494,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
60,121.278841596507,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
61,123.890490659810,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
62,125.010783500604,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
63,126.397312255835,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
64,128.052677184236,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
65,128.937236928624,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
66,130.811369910239,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
67,133.032449649301,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
68,133.990862643415,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
69,135.820891223150,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
70,136.826373271550,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
71,138.095359556469,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
72,139.998280075505,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
73,141.647847111849,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
74,143.638477145127,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
75,144.251663982588,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
76,145.919629567447,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
77,147.224230281957,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
78,148.603136989264,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
79,150.716489569813,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
80,152.318529151590,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
81,153.190716494260,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
82,154.815216151925,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
83,156.136480891007,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
84,157.148381276594,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
85,159.718252420750,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
86,160.568314696626,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
87,162.415075570967,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
88,163.417951938299,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
89,164.674326596558,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
90,166.066252529276,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
91,167.867728531281,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
92,169.598284560817,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
93,170.847483042399,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
94,172.307630253830,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
95,173.060233619416,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
96,174.971359930670,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
97,175.930081815384,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
98,178.256167655476,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
99,179.518833457922,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
100,180.431386810031,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
101,182.192116598912,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
102,183.086900528491,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
103,184.431819560809,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
104,186.467254959950,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
105,188.004432724511,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
106,189.001067145021,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
107,190.601924735044,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
108,191.630396675495,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
109,192.710197236518,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
110,194.664864109039,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
111,196.108458364151,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
112,197.699606489158,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
113,199.008858798638,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
114,199.681423183603,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
115,201.588006636177,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
116,202.354900753127,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
117,204.341566860435,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
118,206.044349753669,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
119,207.140302536268,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
120,208.239005690982,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
121,209.681812464747,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
122,210.868807593637,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
123,211.984134746517,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
124,214.575936417903,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
125,214.921126188652,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
126,216.751745568453,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
127,217.955809966512,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
128,218.877069206881,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
129,220.251865356446,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
130,221.895406284374,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
131,223.547587458248,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
132,224.825568423127,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
133,226.113045751289,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
134,227.163954811853,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
135,228.310362968067,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
136,229.860320759958,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
137,231.112666766788,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
138,233.247327885644,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
139,234.062185827723,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
140,235.190183680595,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
141,236.667423278931,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
142,237.799847538519,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
143,238.781519275041,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
144,240.954621619925,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
145,242.135551632678,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
146,243.490322225724,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
147,244.456220186348,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
148,246.302824434501,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
149,246.414896476564,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
150,248.391247539970,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
151,250.156285744909,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
152,251.207296474379,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
153,252.933350897017,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
154,253.682825985490,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
155,254.760087744231,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
156,256.413288291284,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
157,257.281084587224,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
158,259.273197416329,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
159,260.669022225815,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
160,261.733190004625,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
161,262.841360384073,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
162,264.092725133263,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
163,265.405491697318,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
164,266.346768813515,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
165,268.533404809193,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
166,269.763347529030,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
167,270.483792661486,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
168,272.454700146476,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
169,272.870099174117,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
170,274.207589014293,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
171,275.723203495208,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
172,277.392264556036,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
173,278.594783147111,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
174,280.028875466697,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
175,280.879711871717,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
176,282.210884369933,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
177,283.161229168161,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
178,284.793205517568,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
179,286.067176790720,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
180,287.985725291945,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
181,288.710102831769,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
182,289.819631386501,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
183,291.149716012312,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
184,292.499400472564,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
185,293.146157971230,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
186,295.405273413190,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
187,296.523783545687,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
188,297.693253493865,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
189,298.885852645719,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
190,300.044241112508,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
191,301.194849827991,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
192,302.147793843267,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
193,304.234598785248,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
194,305.266717757777,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
195,306.574640131823,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
196,308.056416853186,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
197,308.596026097826,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
198,309.913165987785,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
199,311.399712605129,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
200,312.437670042188,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
201,314.508985165246,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
202,315.247800825845,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
203,316.747867988882,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
204,317.409990102487,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
205,318.992901346549,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
206,319.883553923763,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
207,321.223850451591,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
208,323.088370051147,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
209,324.475072838128,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
210,324.868227719328,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
211,326.674899828116,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
212,327.689912646510,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
213,328.379149076549,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
214,330.058076297175,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
215,331.709835052047,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
216,332.761085850638,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
217,334.228126634867,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
218,335.109040429704,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
219,336.293879137474,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
220,337.323117595179,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
221,338.613733673156,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
222,340.168912723446,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
223,341.473818484650,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
224,343.051787541586,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
225,343.734835777424,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
226,344.740561672194,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
227,346.404559348578,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
228,347.045134037714,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
229,348.441096484347,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
230,350.558843705000,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
231,351.146432574537,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
232,352.476789564989,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
233,353.721305268879,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
234,354.628808934632,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
235,355.928715348460,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
236,356.819583974127,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
237,358.989504346121,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
238,359.739911415335,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
239,361.148528692098,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
240,362.278726921439,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
241,363.510631948738,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
242,363.995810691432,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
243,365.857127789801,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
244,366.810722268315,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
245,368.547133840727,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
246,369.861768120165,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
247,370.648477039985,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
248,371.886714318709,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
249,372.923515454527,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
250,374.199650944546,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
251,375.183325167447,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
252,376.910142482347,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
253,378.485366030557,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
254,379.133570192807,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
255,380.291499446651,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
256,381.670934364399,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
257,382.735773845155,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
258,383.330610096012,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
259,385.454292649275,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
260,386.550910547178,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
261,387.803689933328,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
262,388.939389678555,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
263,390.139296301331,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
264,390.852647577212,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
265,392.263672334082,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
266,393.329782539818,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
267,395.108282525967,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
268,396.059958299255,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
269,397.683354138915,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
270,398.376731639567,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
271,399.294253475946,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
272,400.837915052000,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
273,401.715988765472,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
274,402.905540808392,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
275,404.914695715248,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
276,405.788360032993,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
277,406.659595618201,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
278,408.189888096934,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
279,408.916642092702,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
280,410.209277910752,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
281,411.116552474646,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
282,412.907615407565,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
283,414.416948381421,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
284,414.930404396119,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
285,416.549594736127,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
286,417.504355724839,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
287,418.364395217948,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
288,419.498294382452,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
289,421.107918030129,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
290,422.194139267890,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
291,423.772624963261,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
292,424.926356063216,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
293,425.520636408191,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
294,426.975994157163,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
295,427.878234282358,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
296,429.126152711303,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
297,430.292288905493,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
298,432.147158133781,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
299,432.958752120863,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
300,434.342453684331,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
301,434.831358460793,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
302,436.633939008390,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
303,437.240633747278,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
304,438.224425158722,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
305,440.321387596748,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
306,441.208822826611,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
307,442.372384574965,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
308,443.606860842942,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
309,444.680293102725,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
310,445.422088567653,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
311,446.767324378939,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
312,447.906425254960,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
313,449.557184213544,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
314,450.615416250905,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
315,451.843221514932,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
316,453.066725547017,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
317,453.615470653080,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
318,454.945688553314,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
319,456.346117168353,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
320,457.021726712959,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
321,459.018258658823,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
322,460.160709095494,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
323,460.988498639436,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
324,461.999304996366,12,Hardy Z_3 sign walk + Anderson polish (chi6_two_component.py)
